"","X.1","X","EDCS.ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating"
"859",6479,6479,"EDCS-32201058","CIL 03, 14242,1","Dalmatia","Solin / Salona",151,300,151,300,"tituli operum;  tituli sacri;  tria nomina;  viri","Deo Magno / Conservatori / loci (h)uius et / omnium / suo/rum Aur(elius) Teren/tianus v(otum) / libens s(olvit)","Deo Magno Conservatori loci uius et omnium suorum Aur Terentianus v libens s","Deo Magno Conservatori loci huius et omnium suorum Aurelius Terentianus votum libens solvit","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14242-1.jpg;$PF_CIL_03_14242-1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062052;Qepsg.218",NA,NA,"151 to 300"
"860",6480,6480,"EDCS-32201059","CIL 03, 14243 = CCCA-06, 00158 = Afrique p 782","Dalmatia","Solin / Salona",1,300,1,300,"mulieres;  tituli operum;  tituli sacri;  tria nomina;  viri","Iunia Rhodine / cum coniuge et fil(io?) / d(eum) M(atri) M(agnae) aedem refecit / et ampliavit v(otum) s(usceptum) s(olvit) l(ibens) m(erito)","Iunia Rhodine cum coniuge et fil d M M aedem refecit et ampliavit v s s l m","Iunia Rhodine cum coniuge et filio deum Matri Magnae aedem refecit et ampliavit votum susceptum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0085868;HD052012",NA,NA,"1 to 300"
"861",6481,6481,"EDCS-30100678","CIL 03, 14243,1 = ILJug-03, 02053 = CIMRM-02, 01863","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","]or inp[","or inp","or inp",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034416",NA,NA,"1 to 300"
"862",6482,6482,"EDCS-32201060","CIL 03, 14243,2","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri","Nocturno / sacrum","Nocturno sacrum","Nocturno sacrum","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14243-2.jpg;$PF_CIL_03_14243-2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062051",NA,NA,"151 to 300"
"863",6483,6483,"EDCS-30100680","CIL 03, 14243,3 = AE 1901, 00226","Dalmatia","Solin / Salona",151,250,151,250,"tituli sacri;  tria nomina;  viri","[3] Aelius [3] / [Vic]tor Nym[phis] / [v(otum)] s(olvit) [l(ibens) m(erito)]","Aelius tor Nym s","Aelius Victor Nymphis votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD032913;1ae1901-58",NA,NA,"151 to 250"
"864",6484,6484,"EDCS-32201061","CIL 03, 14243,5 = Horster p 398","Dalmatia","Solin / Salona",80,81,80,81,"Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri","[Imp(erator) T]itus Caes[ar] / divi Vespasian[i f(ilius)] / [V]espasianus Aug(ustus) po[nt(ifex)] / max(imus) trib(unicia) p(otestate) X imp(erator) XV / co(n)sul VIII censor [p(ater) p(atriae)]","itus Caes divi Vespasian espasianus Aug po max trib p X imp XV cosul VIII censor","Imperator Titus Caesar divi Vespasiani filius Vespasianus Augustus pontifex maximus tribunicia potestate X imperator XV consul VIII censor pater patriae",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044590;HD062048;Qepsg.219",NA,NA,"80 to 81"
"865",6485,6485,"EDCS-32201062","CIL 03, 14243,6 = AE 2007, 01098","Dalmatia","Solin / Salona",141,250,141,250,"Augusti/Augustae;  mulieres;  tituli honorarii;  tituli sacri","] / div[ae] / Faus[tinae] / Augu[stae] / [3]P[","div Faus Augu P","divae Faustinae Augustae P","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_2007_01098_1.jpg;$M_AE_2007_01098_2.jpg;$M_AE_2007_01098_3.jpg;$PF_AE_2007_01098.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056683",NA,NA,"141 to 250"
"866",6599,6599,"EDCS-32700227","CIL 03, 14663,2 = Afrique p 782 = AE 1902, 00007 = AE 1994, +01348","Dalmatia","Solin / Salona",1,50,1,50,"liberti/libertae;  seviri Augustales;  tituli sacri;  tria nomina;  viri","]ius P(ubli) l(ibertus) Phileros / [3 se]vir(?) [3] / [3] C(ai) l(ibertus) Imeros [3] / [3 sev]ir [3] / [3] deae Barbaricae / [3 f]ac(iendum) coer(averunt) idemq(ue) / [dedicaverun]tq(ue)","ius P l Phileros vir C l Imeros ir deae Barbaricae ac coer idemq tq","ius Publi libertus Phileros sevir Cai libertus Imeros sevir deae Barbaricae faciendum coeraverunt idem que dedicaverunt que","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14663-2.jpg;$PF_CIL_03_14663_2.jpg;$PF_CIL_03_14663-2_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD031710;1ae1902-03;bu_AE%26bibl_volume=1902%26bibl_subvolume=%26bibl_insc=7",NA,NA,"1 to 50"
"867",6600,6600,"EDCS-32700228","CIL 03, 14664","Dalmatia","Solin / Salona",1,300,1,300,"tituli operum;  tituli sacri","]ARC[3] / Cereris [3] / sine titu[lo] / cons[ecravit]","ARC Cereris sine titu cons","ARC Cereris sine titulo consecravit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0048901;HD061596",NA,NA,"1 to 300"
"868",6601,6601,"EDCS-32700229","CIL 03, 14665","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","Sempron/ius Mar/cellinu/s ex voto / Dian(a)e / [","Sempronius Marcellinus ex voto Diane","Sempronius Marcellinus ex voto Dianae",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061595",NA,NA,"151 to 300"
"869",6602,6602,"EDCS-32700230","CIL 03, 14666","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","F(ortunae) A(ugustae) s(acrum) / Papiniu[s] / Maximi/anus / Fortunae / ex viso / posuit","F A s Papiniu Maximianus Fortunae ex viso posuit","Fortunae Augustae sacrum Papinius Maximianus Fortunae ex viso posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061594",NA,NA,"151 to 300"
"870",6603,6603,"EDCS-32700231","CIL 03, 14667","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","] Fort(unae) M(agnae) [","Fort M","Fortunae Magnae",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061579",NA,NA,"1 to 300"
"871",6604,6604,"EDCS-32700232","CIL 03, 14668","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","V(otum) s(olvit) l(ibens) m(erito) / For<t=I>(i) <F=I>(ortunae)","V s l m ForI I","Votum solvit libens merito Forti Fortunae",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061578",NA,NA,"1 to 300"
"872",6605,6605,"EDCS-32700233","CIL 03, 14668,1","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","I(ovi) O(ptimo) M(aximo) [","I O M","Iovi Optimo Maximo",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061577",NA,NA,"1 to 300"
"873",6606,6606,"EDCS-32700234","CIL 03, 14669","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Iovi O(ptimo) M(aximo) / s(acrum)","Iovi O M s","Iovi Optimo Maximo sacrum",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061576",NA,NA,"1 to 300"
"874",6608,6608,"EDCS-32700236","CIL 03, 14671","Dalmatia","Solin / Salona",1,300,1,300,"mulieres;  tituli sacri;  tria nomina","[I(ovi)] O(ptimo) M(aximo) / [Po]mpei[a(?)] / [Ma]rce[llina(?)","O M mpei rcellina","Iovi Optimo Maximo Pompeia Marcellina",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061574",NA,NA,"1 to 300"
"875",6609,6609,"EDCS-32700237","CIL 03, 14672 = AE 1900, 00137","Dalmatia","Solin / Salona",1,150,1,150,"tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / L(ucius) Sept<i=V>mius / Secundus / [","I O M L SeptVmius Secundus","Iovi Optimo Maximo Lucius Septimius Secundus",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044608;HD028360;1ae1900-46",NA,NA,"1 to 150"
"876",6610,6610,"EDCS-30200396","CIL 03, 14672,1 = ILJug-03, 02284","Dalmatia","Solin / Salona",101,200,101,200,"tituli sacri","Libero Patri","Libero Patri","Libero Patri","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034682",NA,NA,"101 to 200"
"877",6611,6611,"EDCS-32700238","CIL 03, 14673","Dalmatia","Solin / Salona",1,150,1,150,"liberti/libertae;  mulieres;  tituli sacri;  tria nomina","[L]ibero Pat(ri) / Aug(usto) sa[c(rum)] / Iulia A(uli?) l(iberta?) M[a]/xima ex [v(iso?)] / posuit","ibero Pat Aug sa Iulia A l Mxima ex posuit","Libero Patri Augusto sacrum Iulia Auli liberta Maxima ex viso posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0045292;HD061573",NA,NA,"1 to 150"
"878",6612,6612,"EDCS-32700239","CIL 03, 14674 = CCCA-06, 00153","Dalmatia","Solin / Salona",1,300,1,300,"tituli operum;  tituli sacri","[Aedem Matri Magnae igne co]nsumptam res p(ublica) Salonitanorum / [ex voto sumptu suo a solo r]estituit","nsumptam res p Salonitanorum estituit","Aedem Matri Magnae igne consumptam res publica Salonitanorum ex voto sumptu suo a solo restituit","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14674.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061572",NA,NA,"1 to 300"
"879",6613,6613,"EDCS-32700240","CIL 03, 14675 = CCCA-06, 00154 = Afrique p 783","Dalmatia","Solin / Salona",1,300,1,300,"tituli operum;  tituli sacri","t]empl(um) M[atris Magnae(?) 3] / [3]VLLINV[ // [3]ODI[","templ M VLLINV ODI","templum Matris Magnae VLLINV ODI",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052015",NA,NA,"1 to 300"
"880",6614,6614,"EDCS-32700241","CIL 03, 14676","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","NI[3] / LV[3] / IM[","NI LV IM","NI LV IM",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061571",NA,NA,"1 to 300"
"881",6615,6615,"EDCS-32700242","CIL 03, 14677 = AE 1900, 00138","Dalmatia","Solin / Salona",1,150,1,150,"tituli sacri;  tria nomina;  viri","Silvano Aug(usto) / sacrum Q(uintus) / Cloelius Heli/us / v(otum) s(olvit) l(ibens) m(erito)","Silvano Aug sacrum Q Cloelius Helius v s l m","Silvano Augusto sacrum Quintus Cloelius Helius votum solvit libens merito","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_14677.jpg;$M_CIL_03_14677.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0045287;HD028363;1ae1900-46",NA,NA,"1 to 150"
"882",6616,6616,"EDCS-32700243","CIL 03, 14678","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","S(ilvano) A(ugusto) s(acrum) / Lupus Mar/ciani(us) ex vi/s<o=V> posuit","S A s Lupus Marciani ex visV posuit","Silvano Augusto sacrum Lupus Marcianius ex viso posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061570",NA,NA,"151 to 300"
"883",6617,6617,"EDCS-32700244","CIL 03, 14679","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","]dion / [3 v(otum)] l(ibens) s(olvit)","dion l s","dion votum libens solvit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061569",NA,NA,"1 to 300"
"884",6618,6618,"EDCS-32700245","CIL 03, 14680","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","[3]cius / [Hyaci]nthus / [v(otum) s(olvit)] l(ibens) m(erito)","cius nthus l m","cius Hyacinthus votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061568",NA,NA,"1 to 300"
"885",6619,6619,"EDCS-32700246","CIL 03, 14681","Dalmatia","Solin / Salona",151,300,151,300,"tituli operum;  tituli sacri","prov(inciae?)] Dalmatia[e 3] / [3]s aram do[navit]","prov Dalmatia s aram do","provinciae Dalmatiae s aram donavit",NA,NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0009070","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0048695;HD061567",NA,NA,"151 to 300"
"886",6662,6662,"EDCS-32700286","CIL 03, 14727,1","Dalmatia","Solin / Salona",151,300,151,300,"sacerdotes pagani;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri","] / ann(os) p(lus) m(inus) [3] / et Iulio [Feli]ci(?) qui vi[x(it) ann(os)] / p(lus) m(inus) XXV <c=G>o[ll(egio) Mer]/[c]uri [et] Ven(eris) t[","ann p m et Iulio ci qui vi p m XXV Gouri Ven t","annos plus minus et Iulio Felici qui vixit annos plus minus XXV collegio Mercuri et Veneris t",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061511",NA,NA,"151 to 300"
"887",6914,6914,"EDCS-12300242","CIL 16, 00038 (p 215) = CIL 03, p 0859 (p 1966) = CIL 12, *00074 = AE 1950, +00196 = Grbic-2014, 00065","Dalmatia","Solin / Salona",94,94,94,94,"Augusti/Augustae;  diplomata militaria;  nomen singulare;  ordo equester;  ordo senatorius;  tituli operum;  tituli sacri;  tria nomina;  viri","Imp(erator) Caesar divi Vespasiani f(ilius) Domitia/nus Augustus Germanicus pontifex maxi/mus tribunic(ia) potestat(e) XII imp(erator) XXII / censor perpetuus co(n)s(ul) XVI pater patriae / peditibus et equitibus qui militant in coho(r)/te III Alpinorum et in VIII Voluntariorum / civium Romanorum qui peregrinae condicio/nis probati erant et sunt in D<a=E>lmatia sub Q(uinto) Pom/ponio Rufo qui quina et vicena stipendia / aut plura meruerunt item dimisso ho/nesta missione emeritis stipendiis / quorum nomina subscripta sunt ipsis / liberis posterisque eorum civitatem // dedit et conubium cum uxoribus / quas tunc habuissent cum est civi/tas iis data aut si qui caelibes essent cum / iis quas postea duxissent dumtaxat / singuli singulas a(nte) d(iem) III Idus Iulias / M(arco) Lollio Paullino Valerio Asiatico Saturnino / C(aio) Antio Iulio Quadrato co(n)s(ulibus) / cohort(is) III Alpinorum cui prae(e)st / C(aius) Vibius Maximus / pediti / Veneto Diti f(ilio) Davers(o) / et Madenae Plarentis filiae uxori eius Deramist(ae) / et Gaio f(ilio) eius / descriptum et recognitum ex tabula / aenea quae fixa est Romae // Imp(erator) Caesar divi Vespasiani f(ilius) Domitia/nus Augustus Germanicus pontifex ma/ximus tribunic(ia) potestat(e) XII imp(erator) XXII co(n)s(ul) XVI / censor perpetuus pater patriae / peditibus et equitibus qui militant in co/horte III Alpinorum et in VIII Volun/tariorum civium Romanorum qui / peregrinae condicionis probati erant / et sunt in D<a=E>lmatia sub Q(uinto) Pomponio / Rufo qui quina et vicena stipendia / aut plura meruerunt item dimisso / honesta missione emeritis stipen/diis quorum nomina subscripta / sunt ipsis liberis posterisque eorum / civitatem dedit et conubium cum / uxoribus quas tunc habuissent / cum est civitas iis data aut si qui caeli/bes essent cum iis quas postea duxis/sent dumtaxat singuli singulas / a(nte) d(iem) III Idus Iulias / M(arco) Lollio Paul(l)ino Valerio Asiatico Saturnino / C(aio) Antio Iulio Quadrato co(n)s(ulibus) / cohort(is) III Alpinorum cui prae(e)st / C(aius) Vibius Maximus / pediti / Veneto Diti f(ilio) Davers(o) / et Madenae Plarentis filiae uxori eius Deramist(ae) / et Gaio f(ilio) eius / descriptum et recognitum ex tabula / aenea quae fixa est Romae in muro / post templum divi Aug(usti) ad Minervam // A(uli) Volumni Expectati / Q(uinti) Orfi Cupiti / Cn(aei) Egnati Vitalis / Sex(ti) Manli Cinnami / L(uci) Pulli Sperati / P(ubli) Atini Amermni / L(uci) Pulli Verecundi","Imp Caesar divi Vespasiani f Domitianus Augustus Germanicus pontifex maximus tribunic potestat XII imp XXII censor perpetuus cos XVI pater patriae peditibus et equitibus qui militant in cohote III Alpinorum et in VIII Voluntariorum civium Romanorum qui peregrinae condicionis probati erant et sunt in DElmatia sub Q Pomponio Rufo qui quina et vicena stipendia aut plura meruerunt item dimisso honesta missione emeritis stipendiis quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas a d III Idus Iulias M Lollio Paullino Valerio Asiatico Saturnino C Antio Iulio Quadrato cos cohort III Alpinorum cui praest C Vibius Maximus pediti Veneto Diti f Davers et Madenae Plarentis filiae uxori eius Deramist et Gaio f eius descriptum et recognitum ex tabula aenea quae fixa est Romae Imp Caesar divi Vespasiani f Domitianus Augustus Germanicus pontifex maximus tribunic potestat XII imp XXII cos XVI censor perpetuus pater patriae peditibus et equitibus qui militant in cohorte III Alpinorum et in VIII Voluntariorum civium Romanorum qui peregrinae condicionis probati erant et sunt in DElmatia sub Q Pomponio Rufo qui quina et vicena stipendia aut plura meruerunt item dimisso honesta missione emeritis stipendiis quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas a d III Idus Iulias M Lollio Paulino Valerio Asiatico Saturnino C Antio Iulio Quadrato cos cohort III Alpinorum cui praest C Vibius Maximus pediti Veneto Diti f Davers et Madenae Plarentis filiae uxori eius Deramist et Gaio f eius descriptum et recognitum ex tabula aenea quae fixa est Romae in muro post templum divi Aug ad Minervam A Volumni Expectati Q Orfi Cupiti Cn Egnati Vitalis Sex Manli Cinnami L Pulli Sperati P Atini Amermni L Pulli Verecundi","Imperator Caesar divi Vespasiani filius Domitianus Augustus Germanicus pontifex maximus tribunicia potestate XII imperator XXII censor perpetuus consul XVI pater patriae peditibus et equitibus qui militant in cohorte III Alpinorum et in VIII Voluntariorum civium Romanorum qui peregrinae condicionis probati erant et sunt in Dalmatia sub Quinto Pomponio Rufo qui quina et vicena stipendia aut plura meruerunt item dimisso honesta missione emeritis stipendiis quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem III Idus Iulias Marco Lollio Paullino Valerio Asiatico Saturnino Caio Antio Iulio Quadrato consulibus cohortis III Alpinorum cui praeest Caius Vibius Maximus pediti Veneto Diti filio Daverso et Madenae Plarentis filiae uxori eius Deramistae et Gaio filio eius descriptum et recognitum ex tabula aenea quae fixa est Romae Imperator Caesar divi Vespasiani filius Domitianus Augustus Germanicus pontifex maximus tribunicia potestate XII imperator XXII consul XVI censor perpetuus pater patriae peditibus et equitibus qui militant in cohorte III Alpinorum et in VIII Voluntariorum civium Romanorum qui peregrinae condicionis probati erant et sunt in Dalmatia sub Quinto Pomponio Rufo qui quina et vicena stipendia aut plura meruerunt item dimisso honesta missione emeritis stipendiis quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem III Idus Iulias Marco Lollio Paullino Valerio Asiatico Saturnino Caio Antio Iulio Quadrato consulibus cohortis III Alpinorum cui praeest Caius Vibius Maximus pediti Veneto Diti filio Daverso et Madenae Plarentis filiae uxori eius Deramistae et Gaio filio eius descriptum et recognitum ex tabula aenea quae fixa est Romae in muro post templum divi Augusti ad Minervam Auli Volumni Expectati Quinti Orfi Cupiti Cnaei Egnati Vitalis Sexti Manli Cinnami Luci Pulli Sperati Publi Atini Amermni Luci Pulli Verecundi","aes",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=1ae1950-67",NA,NA,"94 to 94"
"888",6953,6953,"EDCS-67800029","EDCS 00434  = Lupa 25480","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","Θ(εῷ) Ὑ(ψίστῳ) / Ἡλίῳ / Σάωνι / Κάσσαρα","Θ Ὑ Ἡλίῳ Σάωνι Κάσσαρα","Θεῷ Ὑψίστῳ Ἡλίῳ Σάωνι Κάσσαρα","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_25480",NA,NA,NA
"889",6955,6955,"EDCS-67800031","EDCS 00436 = AE 2015, 01077","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","Iovi / [","Iovi","Iovi","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_25482",NA,NA,NA
"890",6958,6958,"EDCS-67800034","EDCS 00439 = Lupa 25485","Dalmatia","Solin / Salona",171,300,171,300,"liberti/libertae;  milites;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) // ex viso p/ro salute / sua filio/rum et om/{i}nium suo/rum lib(ertorum) p(osuit) P(ublius) C/ornelius // Donatus vet(eranus)","I O M ex viso pro salute sua filiorum et ominium suorum lib p P Cornelius Donatus vet","Iovi Optimo Maximo ex viso pro salute sua filiorum et omnium suorum libertorum posuit Publius Cornelius Donatus veteranus","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_25485",NA,NA,"171 to 300"
"891",6976,6976,"EDCS-77700158","Epigraphica-2018-360 = AE 2018, 01273","Dalmatia","Solin / Salona",541,541,541,541,"inscriptiones christianae;  mulieres;  nomen singulare;  officium/professio;  tituli operum;  tituli sacri;  tituli sepulcrales;  viri","[Ar]ca Saturnino vag<i=E>nari/[o et i]ugali eius Iustinae depos/[itio d]ie XIIII Kal(endas) Sept(embres) ind(ictione) IIII Basili/[o iun(iore) v(iro) c(larissimo) c]ons(ule) die Saturni","ca Saturnino vagEnariugali eius Iustinae deposie XIIII Kal Sept ind IIII Basilions die Saturni","Arca Saturnino vaginario et iugali eius Iustinae depositio die XIIII Kalendas Septembres indictione IIII Basilio iuniore viro clarissimo consule die Saturni","lapis","sarcophagus, crux",43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Epigraphica-2018-360.jpg",NA,NA,NA,"541 to 541"
"892",6978,6978,"EDCS-82500060","IGCR 00004","Dalmatia","Solin / Salona",NA,NA,NA,NA,"sacerdotes pagani;  tituli honorarii;  tituli sacri;  viri","[ἐ]πὶ ἱερομνάμονος / [Ἀγ]άθωνος τοῦ Διονυσίου / [καὶ ἱε]ρέας Δαματρίας / [3]ιον [","πὶ ἱερομνάμονος άθωνος τοῦ Διονυσίου ρέας Δαματρίας ιον","ἐπὶ ἱερομνάμονος Ἀγάθωνος τοῦ Διονυσίου καὶ ἱερέας Δαματρίας ιον","lapis","www.ffzg.unizg.hr/klafil/epidoc-radovi/IGCR%204%20comm.html",43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"893",7002,7002,"EDCS-10000231","ILJug-01, 00131 = IJO-01-Dal, 00003 = Salona-04-01, 00069 = AE 1959, 00251 = AE 2005, 01187","Dalmatia","Solin / Salona",271,330,271,330,"inscriptiones christianae;  tituli sacri;  tituli sepulcrales","hanc sepultu]/ram si qu[is de]asciare volu/erit habe[at ir]ata Numina / qui<d=T>quid [Rom]ani sive Iud(a)e/i vel C(h)ris{s}(t)i[ani] (!) / colent e[t deo]s Man<e=I>s unus / quisque quot sibi fi/[e]ri non vu[lt] / facere non / debet","hanc sepulturam si quasciare voluerit habeata Numina quiTquid ani sive Iudei vel Crissi colent es ManIs unus quis que quot sibi firi non vu facere non debet","hanc sepulturam si quis deasciare voluerit habeat irata Numina quidquid Romani sive Iudaei vel Christiani colent et deos Manes unus quis que quot sibi fieri non vult facere non debet","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug_01_00131.jpg;$M_AE_2005_01187_1.jpg;$M_AE_2005_01187_2.jpg;$M_AE_2005_01187_3.jpg;$M_AE_2005_01187_4.jpg;$M_AE_2005_01187_5.jpg;$M_AE_2005_01187_6.jpg;$M_AE_2005_01187_7.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033618;m|appe|852;bu_Salona%26bibl_volume=1%26bibl_subvolume=%26bibl_insc=69",NA,NA,"271 to 330"
"894",7012,7012,"EDCS-16100256","ILJug-01, 00261 = AE 1933, 00073","Dalmatia","Solin / Salona",151,300,151,300,"nomen singulare;  praenomen et nomen;  servi/servae;  tituli sacri;  viri","[D(ianae)] et S(ilvano) [et] M(ercurio) / Aug[ust]/is s(acrum) // Ian/[uar]ius(?) C(ai) Hono/rati / ser(vus) / p(osuit) l(ibens) m(erito)","et S M Augis s Ianius C Honorati ser p l m","Dianae et Silvano et Mercurio Augustis sacrum Ianuarius Cai Honorati servus posuit libens merito",NA,NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD023823;lu_24914;1ae1933-20;1ae1933-21",NA,NA,"151 to 300"
"895",7013,7013,"EDCS-10000687","ILJug-02, 00673 = AE 1956, 00017","Dalmatia","Solin / Salona",101,200,101,200,"tituli sacri","Sacrum / Libero","Sacrum Libero","Sacrum Libero",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD017850",NA,NA,"101 to 200"
