"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"807",5135,"HD061907","Dal","hr",25,10,"Promona","Drniš","Šibensko-kninska županija","{Tepljuh}",197458,"43.894104106,16.209855079",NA,NA,3189150,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,171,250,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2010-09-15",30,186882,6840,"[Pro? salute? Imp(eratoris)? domini?] / n(ostri) Sep[t(imi)? Severi? Aug(usti)? ---] / et Genio l[oci sacrum?] / [---] Val(erius) Menophil[us] / |(centurio) coh(ortis) I mil(liariae) cum suis / [&?","[ ] / N SEP[ ] / ET GENIO L[ ] / [ ] VAL MENOPHIL[ ] / | COH I MIL CVM SVIS / [","CIL 03, 09829. #",NA,NA,NA,NA,NA,NA,NA,NA,"Sep[t.? Severi?]|Val. Menophil[us]",NA,"Septimius+*?|Valerius*","Severus+?|Menophilus+",NA,NA,NA,"M|M","9",NA,NA,NA,NA,NA
"808",5151,"HD061925","Dal","hr",25,10,"Andetrium, bei","Muć","Splitsko-dalmatinska županija","Donji Muć, {Male Gospe, Kirche}, sekundär verwendet",197115,"43.692700876,16.469707489",NA,NA,3201426,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2011-03-14",30,186898,6304,"Castori / et Polluci / sac{e}rum / Fabericia / Pieris / v(otum) s(olvit) l(ibens) m(erito)","CASTORI / ET POLLVCI / SACERVM / FABERICIA / PIERIS / V S L M","CIL 03, 02743. # CIL 03, 02743 add. p. 1616. #",NA,NA,NA,NA,NA,NA,NA,NA,"Fabericia Pieris",NA,"Fabericia","Pieris",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"809",5154,"HD061928","Dal","hr",25,10,"Andetrium, bei","Muć","Splitsko-dalmatinska županija","{Gornji Muć}, bei",197115,"43.689225397,16.484298706",NA,NA,3199957,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,131,170,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2020-09-07",30,186901,5909,"Turran[i]us Fir(mus) / vexil(larius) coh(ortis) I Bel(garum) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","TVRRAN[ ]VS FIR / VEXIL COH I BEL / MERCVRIO / V S L M","CIL 03, 02744. #",NA,"Z. 1: überliefert ist TVRANNV; .Z. 2: überliefert ist COH FREI.",NA,NA,NA,NA,NA,NA,"Turran[i]us Fir.",NA,"Turranius+","Firmus*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",5184,"HD061967","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,1860,"verschollen",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2010-09-20",30,186931,7186,"L(ucius) Eburnus(?) Tatianus / vot(um) sol(vit)","L EBVRNVS TATIANVS / VOT SOL","CIL 03, 09757. # G. Alföldy, Die Personennamen der römischen Provinz Dalmatia (Heidelberg 1969) 83. #",NA,"Z. 1: nach Alföldy möglicherweise auch Ebur<i=N>us zu lesen.",NA,NA,NA,NA,NA,NA,"L. Eburnus(?) Tatianus","L.","Eburnus?","Tatianus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"811",5185,"HD061970","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,1885,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,"J",NA,NA,NA,"Gräf","2010-09-20",30,186932,7186,"[Veneri?] / [Ge]netrici / [--]CL[---] / [---]M[---] / Cn(aei) f(ilius) [---] / [d]omo [---] / N in [---] / [-]quitat(---) [---] / [---]I ex [viso?] / [&?","[ ] / [ ]NETRICI / [ ]CL[ ] / [ ]M[ ] / CN F [ ] / [ ]OMO [ ] / N IN [ ] / [ ]QVITAT [ ] / [ ]I EX [ ] / [","CIL 03, 09756. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]CL[---]M[---] Cn.f. [--- d]omo [---]","0","0","0",NA,NA,"domo+ [---]","M",NA,NA,NA,NA,NA,NA
"812",5186,"HD061971","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,1887,"Sinj, Franziskanerkloster",NA,"titsac",22,22,"Altar",NA,"Kalkstein",74,-31,35,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2014-02-18",32,186933,7186,"Trivii[s] / sac(rum) / Titia Elp[is] / v(otum) l(ibens) p(osuit)","TRIVII[ ] / SAC / TITIA ELP[ ] / V L P","CIL 03, 09755. (B) # M. Milićević Bradač, OpuscArchZagreb 33, 2009, 71-72; sl. 28. #",NA,"(B): CIL 03, 09755: Z. 3: Elpis.",NA,NA,NA,NA,NA,NA,"Titia Elp[is]",NA,"Titia","Elpis+",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"813",5187,"HD061972","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,1881,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,NA,NA,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-20",30,186934,7186,"Noctur/no / sac(rum)","NOCTVR / NO / SAC","CIL 03, 09753. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",5188,"HD061973","Dal","hr",25,10,"Aequum, bei","Hrvace","Splitsko-dalmatinska županija","{Potravlje}",197095,"43.7844394,16.561500600",NA,NA,3192634,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,"J","J",NA,NA,"Gräf","2011-02-03",30,186935,6644,"Libero Pa[tri] / sacrum / T(itius?) Eut(h)imus(!) / Gabalus v(otum) s(olvit) l(ibens)","LIBERO PA[ ] / SACRVM / T EVTIMVS / GABALVS V S L","CIL 03, 09752. # G. Alföldy, Die Personennamen der römischen Provinz Dalmatia (Heidelberg 1969) 127. 198. #",NA,"Links der Inschrift cymbala, rechts ein thyrsus.",NA,NA,NA,NA,NA,NA,"T. Eutimus.(!) Gabalus",NA,"Titius*?","Euthimus* (&#61; Euthymus*)",NA,NA,"Gabalus","M",NA,NA,NA,NA,NA,NA
"815",5190,"HD061975","Dal","hr",25,10,"Aequum, bei","Sinj","Splitsko-dalmatinska županija",NA,197095,"43.70361,16.63944",NA,NA,3190865,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,171,300,NA,"J","a",NA,NA,NA,NA,NA,"Gräf","2018-05-09",30,186937,5945,"Iun(oni) // Aurel(ius) Ne/pos ob ho(no)r(em) / du(u)mver(atus)(!) / Firmi et / Maximi fi/lior(um) / vo(tum) p(ater?) l(ibens) s(olvit)","IVN / / AVREL NE / POS OB HOR / DVMVER / FIRMI ET / MAXIMI FI / LIOR / VO P L S","CIL 03, 09750. #",NA,"Z. 7-8: bei der Auffindung noch erhalten.",NA,NA,NA,NA,NA,NA,"Aurel. Nepos|Firmi|Maximi",NA,"Aurelius*","Nepos|Firmus|Maximus",NA,NA,NA,"M|M|M","3|3",NA,NA,NA,NA,NA
"816",5192,"HD061978","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-20",30,186939,7186,"I(ovi) O(ptimo) M(aximo) / M(arcus) Plaetori/us Albanus / posuit","I O M / M PLAETORI / VS ALBANVS / POSVIT","CIL 03, 02728. # CIL 03, 02728 add. p. 1613. # CIL 03, 02728 add. p. 2328, 156. #",NA,"(B): CIL III 2728: Z. 2/3: Plaetor/ius.",NA,NA,NA,NA,"F025158|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/f66aad7b-a01b-4f38-9f61-abdfa4ec6999/file/id/785910/file_version/name/small F033592|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/277676dd-1c37-4c06-aceb-1f9737b2fc43/file/id/794399/file_version/name/small F033810|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/ff084a64-a9a3-487e-bef4-5d94133a092a/file/id/794618/file_version/name/small",NA,"M. Plaetorius Albanus","M.","Plaetorius","Albanus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"817",5193,"HD061979","Dal","hr",25,10,"Aequum","Sinj","Splitsko-dalmatinska županija","{Čitluk}",197095,"43.741956527,16.653900146",NA,NA,3277965,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-20",30,186940,7186,"Iovi [---] / L(ucius) Se[---] / [------]","IOVI [ ] / L SE[ ] / [ ]","CIL 03, 02729. #",NA,NA,NA,NA,NA,NA,NA,NA,"L. Se[---]","L.","Se[---]","0",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"818",5194,"HD061980","Dal","hr",25,10,"Aequum, bei","Sinj","Splitsko-dalmatinska županija",NA,197095,"43.70361,16.63944",NA,NA,3190865,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,"J","a",NA,NA,NA,NA,NA,"Gräf","2018-05-09",30,186941,5945,"Libero Aug(usto) / sacrum / L(ucius) Aebutius L(uci) f(ilius) / Ser(gia) Celer ae[d(ilis)] / IIvir i(uri) d(icundo) ex pe[c(unia) p(ublica)]","LIBERO AVG / SACRVM / L AEBVTIVS L F / SER CELER AE[ ] / IIVIR I D EX PE[ ]","CIL 03, 02730. # CIL 03, 02730 add. p. 1613. #",NA,"Z. 4 (Ende): Buchstabe D war bei der Auffindung noch lesbar.",NA,NA,NA,NA,NA,NA,"L. Aebutius L.f. Ser. Celer","L.","Aebutius","Celer",NA,"SER",NA,"M","3",NA,NA,NA,NA,NA
"819",5199,"HD061986","Dal","hr",25,10,"Aequum, bei","Sinj","Splitsko-dalmatinska županija",NA,197095,"43.70361,16.63944",NA,NA,3190865,NA,NA,NA,NA,"titsac?",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2010-09-20",30,186946,5945,"$](?) / [om?]nibus P(ublii?) Apienn(ii)(?) / [N]epos et Surus / [&?","] / [ ]NIBVS P APIENN / [ ]EPOS ET SVRVS / [","CIL 03, 02736. #",NA,"Weih- oder Grabinschrift. Z. 1 (Anfang): möglicherweise auch [Dis Ma]nibus. Z. 1: vor A. ein kreisförmiger Worttrenner; möglicherweise ein C und daher CAETENN. zu lesen?",NA,NA,NA,NA,NA,NA,"P. Apienn.(?) [N]epos et Surus|P. Apienn.(?) [N]epos et Surus","P.|P.?","Apiennius*?|Apiennius*?","Nepos+|Surus",NA,NA,NA,"M|M",NA,NA,NA,NA,NA,NA
"820",5206,"HD061996","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija","{Žrnovnica}",197488,"43.518169881,16.556962964",NA,NA,3186334,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-21",30,186953,7009,"[---]o Aug(usto) et [---] / sacrum","[ ]O AVG ET [ ] / SACRVM","CIL 03, 08481. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",5213,"HD062003","Dal","hr",25,10,"Rider","Šibenik","Šibensko-kninska županija","Danilo, {Katuni}",197473,"43.701974298,16.037743091",NA,NA,3200136,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,171,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-11-30",30,186960,6138,"I(ovi) O(ptimo) M(aximo) / sac(rum) / Aurelius / Plator / [&?","I O M / SAC / AVRELIVS / PLATOR / [","CIL 03, 09866. #",NA,NA,NA,NA,NA,NA,NA,NA,"Aurelius Plator",NA,"Aurelius","Plator",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"822",5242,"HD062032","Dal","hr",25,10,"Epidaurum","Konavle","Dubrovačko-neretvanska županija","{Cavtat}, Oklade, S. Maria Magdalena, Kirche, sekundär verwendet",197263,"42.581009999,18.218868000",NA,NA,3202825,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-22",30,186989,6100,"Dianae Lauci(?) sacr(um) in / memoriam L(uci) Iuli Elpidi/ani [---] / [&","DIANAE LAVCI SACR IN / MEMORIAM L IVLI ELPIDI / ANI [ ] / [","CIL 03, 08405. #",NA,"Z. 1: CIL III: möglicherweise Aug(ustae) zu lesen mit Worttrennern, die in der handschriftlichen Überlieferung irrtümlich als L und I wiedergegeben sind.",NA,NA,NA,NA,NA,NA,"L. Iuli Elpidianus","L.","Iulius","Elpidianus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"823",5261,"HD062051","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Porta Caesarea - Porta Andetria, zwischen, {Parzelle Nr. 3266 (alter Katasterplan)}",197488,"43.540425362,16.488665342",NA,NA,3190359,NA,1896,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-14",32,187008,33074,"Nocturno / sacrum","NOCTVRNO / SACRVM","CIL 03, 14243, 2; Zeichnung. #",NA,NA,NA,NA,NA,NA,"F025210|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/8d08ecab-d134-41a9-91c4-df4796fd5684/file/id/785962/file_version/name/small F033781|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/7e753293-f672-4de2-b0a2-dcf333e8ec78/file/id/794589/file_version/name/small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",5262,"HD062052","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Porta Caesarea - Porta Andetria, zwischen, {Parzelle Nr. 3266 (alter Katasterplan)}",197488,"43.540425362,16.488665342",NA,NA,3190359,NA,1896,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-14",32,187009,33074,"Deo Magno / Conservatori / loci (h)uius et / omnium suo/rum Aur(elius) Teren/tianus votum / libens sol(vit)","DEO MAGNO / CONSERVATORI / LOCI VIVS ET / OMNIVM SVO / RVM AVR TEREN / TIANVS VOTVM / LIBENS SOL","CIL 03, 14242, 1; Zeichnung. #",NA,NA,NA,NA,NA,NA,"F025209|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/8151f6f7-a24f-4588-8c62-4651e6996645/file/id/785961/file_version/name/small","http://hdl.handle.net/11471/504.40.170","Aur. Terentianus",NA,"Aurelius*","Terentianus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"825",5264,"HD062054","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Porta Caesarea - Porta Andetria, zwischen, {Parzelle Nr. 3266 (alter Katasterplan)}",197488,"43.540425362,16.488665342",NA,NA,3190359,NA,1896,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-14",31,187011,33074,"Deo Mag(no) / Conservat(ori) / loci (h)uius / pro salute / sua et suorum / et numero co/nvivi(i) Aurel/i(i) Valerianus / et Terentia/nus v(otum) l(ibentes) l(aeti) s(olverunt)","DEO MAG / CONSERVAT / LOCI VIVS / PRO SALVTE / SVA ET SVORVM / ET NVMERO CO / NVIVI AVREL / I VALERIANVS / ET TERENTIA / NVS V L L S","CIL 03, 14242; Zeichnung. # ILS 7310. #",NA,NA,NA,NA,NA,NA,NA,NA,"Aureli. Valerianus et Terentianus|Aureli. Valerianus et Terentianus",NA,"Aureius*|Aurelius*","Valerianus|Terentianus",NA,NA,NA,"M|M",NA,NA,NA,NA,NA,NA
"826",5265,"HD062055","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Parzelle Nr. 3821 (alter Katasterplan)}",197488,"43.539633748,16.486024516",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-14",31,187012,32326,"Libero / [P]atri [&","LIBERO / [ ]ATRI [","CIL 03, 14241, 1; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",5266,"HD062056","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Tafel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-02-09",31,187013,7185,"$]l(?)tia et [---?]/[---?] Bellon[ae? ---?] / p(osuerunt?) [&?","]LTIA ET [ ] / [ ] BELLON[ ] / P [","CIL 03, 14241; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]l(?)tia|[---]","0?","0?|0?","[---]ltia?|00",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"828",5268,"HD062058","Dal","rs",46,46,NA,"Ljubovija - Mali Zvornik, zwischen","Centralna Srbija","{Selenac} - {Voljevci}, zwischen",NA,"44.290278,19.309722",NA,"44.283333,19.233333",3196331,3187418,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-23",30,187015,7175,"Genio / Liberi / Patris / Papini[us] / Primig[en]/ius sa[cr(avit)?]","GENIO / LIBERI / PATRIS / PAPINI[ ] / PRIMIG[ ] / IVS SA[ ]","CIL 03, 08365. #",NA,NA,NA,NA,NA,NA,NA,NA,"Papini[us] Primig[en]ius",NA,"Papinius+","Primigenius+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"829",5277,"HD062089","Dal","me",35,37,"Municipium S[---], bei","Pljevlja",NA,"Radosavac, {Ćehotina, Fluss, linkes Ufer}",207404,"43.34861,19.32833",NA,NA,3304584,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-09-28",32,187024,7074,"S(ilvano) A(ugusto) s(acrum)","S A S","CIL 03, 08305. # ILJug 1733. # N. Vulić, Spomenik 98, 1941-1948, 145, Nr. 313; Foto. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",5294,"HD062110","Dal","me",35,37,"Municipium S[---], bei","Pljevlja",NA,"Ilijino Brdo, {S. Ilija, Kirche}, bei",207404,"43.324594538,19.356172850",NA,NA,3193161,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,161,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-03-29",30,187041,7046,"I(ovi) O(ptimo) M(aximo) / advento(!) et / pro salute et v(i)c/(to)rias(!) Impp(eratorum) [nn(ostrorum)] / Augg(ustorum) populus // p(osuit?)","I O M / ADVENTO ET / PRO SALVTE ET VC / RIAS IMPP [ ] / AVGG POPVLVS / / P","CIL 03, 06340. (B) # CIL 03, 08303. #",NA,"(B): CIL III 6340: Leseabweichungen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",5295,"HD062111","Dal","rs",46,46,NA,"Prijepolje",NA,"Kolovrat, {Lim, Fluss, Ufer}",NA,"43.371919892,19.630026709",NA,NA,3305274,NA,1879,NA,NA,"titsac",22,22,"Altar?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-10-12",30,187042,22946,"D(ianae) A(ugustae) s(acrum) / T(itus) Aur(elius) Satur/ninus eq(ues) R(omanus) / ex v(oto) l(ibens) p(osuit) / dea virago Delia / votum faventi numine / quod [exigor?] felix ago l(ibens) p(osui) // O(?)C(?)[---]cus","D A S / T AVR SATVR / NINVS EQ R / EX V L P / DEA VIRAGO DELIA / VOTVM FAVENTI NVMINE / QVOD [ ] FELIX AGO L P / / OC[ ]CVS","CIL 03, 08298. # CLE 0217. #",NA,"Altar oder Statuenbasis; die letzte Zeile befindet sich auf der crepido. Metrik: Z. 5-7: Dimeter. Z. 7: Ergänzungsvorschlag nach CLE. Z. 8 (Anfang): statt O auch Q, statt C auch G, O oder Q möglich.",NA,NA,NA,NA,NA,NA,"T. Aur. Saturninus","T.","Aurelius*","Saturninus",NA,NA,NA,"M","2",NA,NA,NA,NA,NA
"832",5314,"HD062164","Dal","hr",25,10,"Burnum?","Kistanje?","Šibensko-kninska županija?","Ivoševci, bei, {Šuplja Crkva (Archi Romani)}, bei?",197184,"44.017940984,16.025061607",NA,NA,3199030,NA,NA,"Wien, Kunsthist. Mus.",NA,"titsac",22,22,"Relief",NA,"Marmor",20.5,16,3,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,"J",NA,NA,"Gräf","2010-10-01",30,187073,7017,"Maximianus bot/um(!) solbit(!)","MAXIMIANVS BOT / VM SOLBIT","CIL 03, 03156b. # CIL 03, 03156b add. p. 1650. # R. Noll, Die griechischen und lateinischen Inschriften der Wiener Antikensammlung (2. Aufl. Wien 1986) 69; Nr. 274. #",NA,"Die Inschrift befindet sich unterhalb eines Reliefs mit Darstellung der Diana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",5364,"HD062304","Dal","?",57,59,"Narona?","Metković?","Dubrovačko-neretvanska županija?","{Vid}?",197400,"43.080800028,17.625961301",NA,NA,3187815,NA,NA,NA,NA,"titsac",22,22,"Altar?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2013-07-24",32,187138,7184,"D(eo) S(oli) I(nvicto) o(mnipotenti) M(ithrae) / aeterno / sacrum / [A]tilius Tert/[iu]s ex voto / lib{i}ens / posuit","D S I O M / AETERNO / SACRVM / [ ]TILIVS TERT / [ ]S EX VOTO / LIBIENS / POSVIT","CIL 03, 03158b. # CIL 03, 03158b add. p. 1038. #",NA,"Altar oder Statuenbasis. Hederae in Z. 1.",NA,"a",NA,NA,NA,"http://cil-old.bbaw.de/test06/bilder/datenbank/PH0005907.jpg","[A]tilius Tert[iu]s",NA,"Atillius+","Tertius+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"834",5365,"HD062306","Dal","hr",25,10,"Aenona","Nin","Zadarska županija",NA,197094,"44.243529,15.184150",NA,NA,3216446,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,14,37,NA,"J","a",NA,NA,NA,NA,NA,"Gräf","2010-10-12",30,187139,5911,"Iano Patri / Aug(usto) sacrum / C(aius) Iulius C(ai) f(ilius) Ser(gia) / Aetor aed(ilis) / donatus ab Ti(berio) Caes(are) / Aug(usti) f(ilio) Augusto torq(ue) / maiore bello Delma/tico ob honorem / IIviratus cum liberis / suis posuit","IANO PATRI / AVG SACRVM / C IVLIVS C F SER / AETOR AED / DONATVS AB TI CAES / AVG F AVGVSTO TORQ / MAIORE BELLO DELMA / TICO OB HONOREM / IIVIRATVS CVM LIBERIS / SVIS POSVIT","CIL 03, 03158. # CIL 03, 03158 add. p. 1038. # CIL 05, 00336*. # ILS 3320. # G. Alföldy, Die Personennamen der römischen Provinz Dalmatia (Heidelberg 1969) 143. #",NA,NA,NA,NA,"https://www.wikidata.org/wiki/Q1407",NA,NA,NA,"C. Iulius C.f. Ser. Aetor|Ti. Caes. Aug.f. Augusto","C.|Ti.","Iulius|Caesar*","Aetor|Augustus",NA,"SER",NA,"M|M","3",NA,NA,NA,NA,NA
"835",5380,"HD062324","Dal","hr",25,10,"Apsorus","Mali Lošinj","Primorsko-goranska županija","Osor, {Bischofssitz}",197122,"44.693329610,14.392381054",NA,NA,3193885,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-04-10",30,187155,31860,"Artifici/bus Miner(vae) / Babullia / Sex(ti) f(ilia) Maxi/[m]a v(otum) s(olvit)","ARTIFICI / BVS MINER / BABVLLIA / SEX F MAXI / [ ]A V S","CIL 03, 03136. #",NA,NA,NA,NA,NA,NA,NA,NA,"Babullia Sex.f. Maxi[m]a",NA,"Babullia","Maxima+",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
